,offense,clock,down,distance,type,start,gained,text,id,offense_score,defense_score
49,Western Kentucky,Q2 12:43,1,10,Penalty,56,10,"(12:43) Shotgun #16 R.Tisdale Jr. pass incomplete short left to #19 L.Howard thrown to WKU50 PENALTY LAT Holding (#23 A.Jackson Jr.) 10 yards from WKU44 to LAT46, 1ST DOWN. NO PLAY",401757286224,10,7
50,Western Kentucky,Q2 12:32,1,10,Rush,46,13,"(12:37) Shotgun #21 M.Parrish rush middle for 13 yards gain to the LAT33 (#23 A.Jackson Jr.; #6 J.Foster), 1ST DOWN",401757286228,10,7
51,Western Kentucky,Q2 12:3,1,10,Pass Incompletion,33,0,(12:03) Shotgun #16 R.Tisdale Jr. pass incomplete short middle to #4 C.Flowers thrown to LAT21,401757286232,10,7
52,Western Kentucky,Q2 11:51,2,10,Rush,33,10,"(12:03) Shotgun #16 R.Tisdale Jr. rush right for 10 yards gain to the LAT23 (#6 J.Foster), 1ST DOWN",401757286235,10,7
53,Western Kentucky,Q2 11:23,1,10,Rush,23,6,(11:27) Shotgun #21 M.Parrish rush middle for 6 yards gain to the LAT17 (#22 J.Mayfield; #23 A.Jackson Jr.),401757286239,10,7
54,Western Kentucky,Q2 10:49,2,4,Pass Reception,17,16,"(11:02) Shotgun #16 R.Tisdale Jr. pass complete short right to #85 J.West caught at LAT08, for 16 yards to the LAT01 (#6 J.Foster; #3 K.Carter), 1ST DOWN",401757286243,10,7
55,Western Kentucky,Q2 10:41,1,1,Rush,1,1,"(10:49) #9 G.Hart III rush middle for 1 yard gain to the LAT00 TOUCHDOWN, clock 10:41 #39 J.Cannon kick attempt good (H: #18 C.Maynard, LS: #55 R.Robich)",401757286248,17,7
56,Louisiana Tech,Q2 10:32,1,10,Kickoff,65,28,(10:41) #42 J.Cassidy kickoff 65 yards to the LAT00 #1 D.Gandy return 28 yards to the LAT28 (#25 X.Griffin),401757286255,17,7
57,Louisiana Tech,Q2 10:27,1,10,Pass Incompletion,28,0,(10:32) Shotgun #5 B.Baker pass incomplete short middle to #84 E.Finley thrown to LAT35,401757286260,7,17
58,Louisiana Tech,Q2 10:15,2,10,Rush,28,18,"(10:27) Shotgun #5 B.Baker rush middle for 18 yards gain to the LAT46 (#7 J.Lewis), 1ST DOWN",401757286263,7,17
59,Louisiana Tech,Q2 9:52,1,10,Rush,46,0,(10:01) Shotgun #4 C.Thevenin rush left for 0 yards to the LAT46 (#7 J.Lewis),401757286267,7,17
60,Louisiana Tech,Q2 9:17,2,10,Rush,46,4,(09:21) Shotgun #4 C.Thevenin rush left for 4 yards gain to the LAT50 (#8 M.Malone),401757286271,7,17
61,Louisiana Tech,Q2 8:35,3,6,Pass Reception,50,18,"(08:46) Shotgun #5 B.Baker pass complete short left to #1 D.Gandy caught at WKU35, for 18 yards to the WKU32 (#12 J.Mack), 1ST DOWN",401757286275,7,17
62,Louisiana Tech,Q2 8:7,1,10,Rush,68,2,(08:13) Shotgun #0 A.Burnette rush left for 2 yards gain to the WKU30 (#12 J.Mack; #21 J.Wester),401757286280,7,17
63,Louisiana Tech,Q2 7:27,2,8,Rush,70,2,(07:50) Shotgun #0 A.Burnette rush left for 2 yards gain to the WKU28 (#21 J.Wester),401757286284,7,17
64,Louisiana Tech,Q2 6:50,3,6,Rush,72,3,(06:56) Shotgun #5 B.Baker rush middle for 3 yards gain to the WKU25 (#21 J.Wester),401757286288,7,17
65,Louisiana Tech,Q2 6:12,4,3,Field Goal Missed,75,44,"(06:21) #48 J.Chance field goal attempt from 44 yards NO GOOD (H: #29 L.Matthews, LS: #41 E.Burch), clock 06:12",401757286292,7,17
66,Western Kentucky,Q2 6:5,1,10,Rush,75,2,(06:09) #11 L.Wright rush middle for 2 yards gain to the WKU27 (#8 J.Fields; #96 Z.Nason),401757286296,17,7
67,Western Kentucky,Q2 5:18,2,8,Pass Reception,73,21,"(05:35) #16 R.Tisdale Jr. pass complete short right to #2 K.Hutchinson caught at WKU30, for 21 yards to the WKU48 (#8 J.Fields), 1ST DOWN",401757286300,17,7
68,Western Kentucky,Q2 5:5,1,10,Rush,52,1,(05:08) #11 L.Wright rush middle for 1 yard gain to the WKU49 (#6 J.Foster),401757286305,17,7
69,Western Kentucky,Q2 4:53,2,9,Penalty,51,5,PENALTY LAT Offside (#96 Z.Nason) 5 yards from WKU49 to LAT46. NO PLAY,401757286311,17,7
70,Western Kentucky,Q2 4:35,2,4,Pass Incompletion,46,0,(04:37) #16 R.Tisdale Jr. pass incomplete short left to #12 Q.Burroughs thrown to LAT42,401757286314,17,7
71,Western Kentucky,Q2 4:31,3,4,Pass Incompletion,46,0,(04:32) #16 R.Tisdale Jr. pass incomplete deep left to #3 M.Barry thrown to LAT20,401757286317,17,7
72,Western Kentucky,Q2 4:31,3,4,Timeout,46,0,"Timeout Western Kentucky, clock 04:31",401757286322,17,7
73,Western Kentucky,Q2 4:23,4,4,Pass Reception,46,6,"(04:31) Shotgun #16 R.Tisdale Jr. pass complete short left to #0 M.Henry caught at LAT41, for 6 yards to the LAT40 (#7 J.Shelby Jr.), out of bounds, 1ST DOWN",401757286323,17,7
74,Western Kentucky,Q2 3:57,1,10,Rush,40,5,(04:07) Shotgun #9 G.Hart III rush left for 5 yards gain to the LAT35 (#6 J.Foster; #7 J.Shelby Jr.),401757286328,17,7
75,Western Kentucky,Q2 3:36,2,5,Pass Incompletion,35,0,(03:36) Shotgun #16 R.Tisdale Jr. pass incomplete short middle to #2 K.Hutchinson thrown to LAT25,401757286332,17,7
76,Western Kentucky,Q2 3:24,3,5,Rush,35,0,(03:30) Shotgun #9 G.Hart III rush middle for 0 yards to the LAT35 (#94 E.Oguns; #7 J.Shelby Jr.),401757286336,17,7
77,Western Kentucky,Q2 2:28,4,5,Field Goal Good,35,53,"(02:44) #42 J.Cassidy field goal attempt from 53 yards GOOD (H: #18 C.Maynard, LS: #55 R.Robich), clock 02:28",401757286345,20,7
78,Louisiana Tech,Q2 2:28,1,10,Kickoff,65,0,"(02:28) #42 J.Cassidy kickoff 0 yards to the WKU35, out of bounds at WKU35 PENALTY LAT Personal Foul (#4 C.Thevenin) 15 yards from LAT35 to LAT20",401757286348,20,7
79,Louisiana Tech,Q2 2:23,1,10,Pass Incompletion,20,0,(02:26) Shotgun #5 B.Baker pass incomplete short middle to #4 C.Thevenin thrown to LAT20,401757286353,7,20
80,Louisiana Tech,Q2 2:6,2,10,Pass Reception,20,8,"(02:21) Shotgun #5 B.Baker pass complete short left to #4 C.Thevenin caught at LAT20, for 8 yards to the LAT28 (#93 R.Su'a-Filo)",401757286356,7,20
81,Louisiana Tech,Q2 2:0,3,2,Penalty,28,5,"PENALTY WKU Offside (#93 R.Su'a-Filo) 5 yards from LAT28 to LAT33, 1ST DOWN. NO PLAY",401757286361,7,20
82,Louisiana Tech,Q2 2:0,1,10,Pass Reception,33,14,"(02:00) Shotgun #5 B.Baker pass complete short middle to #18 M.Jackson caught at LAT45, for 14 yards to the LAT47, out of bounds at LAT47, 1ST DOWN",401757286927,7,20
83,Louisiana Tech,Q2 1:56,1,10,Pass Reception,33,14,"(02:00) Shotgun #5 B.Baker pass complete short left to #18 M.Jackson caught at LAT45, for 14 yards to the LAT47 (), out of bounds, 1ST DOWN",401757286364,7,20
84,Louisiana Tech,Q2 1:52,1,10,Pass Incompletion,47,0,(01:56) Shotgun #5 B.Baker pass incomplete short right to #1 D.Gandy thrown to WKU35,401757286369,7,20
85,Louisiana Tech,Q2 1:44,2,10,Rush,47,6,(01:50) Shotgun #5 B.Baker rush right for 6 yards gain to the WKU47 (#2 A.Ali),401757286372,7,20
86,Louisiana Tech,Q2 1:37,3,4,Pass Reception,53,8,"(01:44) Shotgun #5 B.Baker pass complete short middle to #18 M.Jackson caught at WKU42, for 8 yards to the WKU39 (#5 J.Emery), 1ST DOWN",401757286377,7,20
87,Louisiana Tech,Q2 1:19,1,10,Pass Reception,61,11,"(01:27) No Huddle-Shotgun #5 B.Baker pass complete short middle to #11 J.Mickens caught at WKU27, for 11 yards to the WKU28, End Of Play, 1ST DOWN",401757286382,7,20
88,Louisiana Tech,Q2 1:6,1,10,Rush,73,4,(01:09) No Huddle-Shotgun #5 B.Baker rush middle for 4 yards gain to the WKU24 (#9 D.Oliver; #98 J.Hardy),401757286387,7,20
89,Louisiana Tech,Q2 1:6,1,10,Timeout,73,0,"Timeout Louisiana Tech, clock 01:06",401757286393,7,20
90,Louisiana Tech,Q2 1:5,2,6,Penalty,76,10,"(01:05) Shotgun #5 B.Baker rush right for 9 yards gain to the WKU15, out of bounds at WKU15 PENALTY LAT Holding (#55 L.Nelson) 10 yards from WKU24 to WKU34. NO PLAY",401757286391,7,20
91,Louisiana Tech,Q2 0:47,3,15,Pass Reception,67,20,"(00:54) Shotgun #5 B.Baker pass complete short left to #4 C.Thevenin caught at WKU34, for 20 yards to the WKU13, out of bounds at WKU13, 1ST DOWN",401757286401,7,20
92,Louisiana Tech,Q2 0:46,2,16,Rush,66,1,(00:59) Shotgun #5 B.Baker rush middle for 1 yard gain to the WKU33 (#93 R.Su'a-Filo),401757286397,7,20
93,Louisiana Tech,Q2 0:45,1,10,Pass Reception,87,3,"(00:45) Shotgun #5 B.Baker pass complete short middle to #15 D.Pierro caught at WKU12, for 3 yards to the WKU10, out of bounds at WKU10",401757286932,7,20
94,Louisiana Tech,Q2 0:43,1,10,Pass Reception,87,3,"(00:45) Shotgun #5 B.Baker pass complete short right to #15 D.Pierro caught at WKU12, for 3 yards to the WKU10 (), out of bounds",401757286406,7,20
95,Louisiana Tech,Q2 0:36,2,7,Rush,90,2,(00:41) Shotgun #4 C.Thevenin rush middle for 2 yards gain to the WKU08 (#26 J.Eugene Jr.; #3 A.Brackenridge),401757286411,7,20
96,Louisiana Tech,Q2 0:36,2,7,Timeout,90,0,"Timeout Louisiana Tech, clock 00:36",401757286417,7,20
97,Louisiana Tech,Q2 0:16,3,5,Pass Reception,92,3,"(00:30) Shotgun #5 B.Baker pass complete short middle to #11 J.Mickens caught at WKU05, for 3 yards to the WKU05 (#26 J.Eugene Jr.)",401757286415,7,20
98,Louisiana Tech,Q2 0:16,3,5,Timeout,92,0,"Timeout Louisiana Tech, clock 00:16",401757286423,7,20
99,Louisiana Tech,Q2 0:1,4,2,Rush,95,-8,"(00:01) #29 L.Matthews rush middle for 8 yards loss to the WKU13, End Of Play, TURNOVER ON DOWNS",401757286421,7,20
100,Louisiana Tech,Q2 0:0,4,2,End Period,95,-3,End of 2nd quarter.,401757286430,7,20
101,Louisiana Tech,Q3 14:45,1,10,Kickoff,65,85,"(15:00) #42 J.Cassidy kickoff 57 yards to the LAT08 #4 C.Thevenin return 7 yards to the LAT15 lateral to #1 D.Gandy TOUCHDOWN, clock 14:45 #48 J.Chance kick attempt good (H: #29 L.Matthews, LS: #41 E.Burch)",401757286437,20,14
102,Western Kentucky,Q3 14:45,1,10,Kickoff,35,-65,"(14:45) #48 J.Chance kickoff 65 yards to the WKU00, Touchback",401757286445,14,20
103,Western Kentucky,Q3 14:45,1,10,Touchback,100,25,"(14:45) #48 J.Chance kickoff 65 yards to the WKU00, Touchback",401757286445,14,20
104,Western Kentucky,Q3 14:13,1,10,Rush,75,4,(14:38) Shotgun #16 R.Tisdale Jr. rush middle for 4 yards gain to the WKU29 (#17 A.Butler),401757286448,20,14
105,Western Kentucky,Q3 14:13,2,6,Pass Incompletion,71,0,(14:13) Shotgun #16 R.Tisdale Jr. pass incomplete deep middle to #0 M.Henry thrown to WKU50,401757286452,20,14
106,Western Kentucky,Q3 14:8,3,6,Pass Incompletion,71,0,(14:08) Shotgun #16 R.Tisdale Jr. pass incomplete short middle to #0 M.Henry thrown to WKU40 broken up by #42 S.Leota,401757286455,20,14
107,Western Kentucky,Q3 14:1,4,6,Punt,71,0,(14:01) #18 C.Maynard punt 42 yards to the LAT29 fair catch by #11 C.Woods at LAT29,401757286459,20,14
108,Louisiana Tech,Q3 13:54,1,10,Rush,29,-3,(14:01) Shotgun #22 O.Wiggins rush left for 3 yards loss to the LAT26 (#12 J.Mack),401757286463,14,20
109,Louisiana Tech,Q3 13:16,2,13,Pass Reception,26,15,"(13:33) Shotgun #5 B.Baker pass complete short right to #11 J.Mickens caught at LAT39, for 15 yards to the LAT41 (#6 N.Ward), 1ST DOWN",401757286467,14,20
110,Louisiana Tech,Q3 12:34,1,10,Pass Reception,41,27,"(12:52) Shotgun #5 B.Baker pass complete short middle to #8 J.Simon caught at WKU45, for 27 yards to the WKU32 (#8 M.Malone; #21 J.Wester), 1ST DOWN",401757286472,14,20
111,Louisiana Tech,Q3 12:1,1,10,Rush,68,2,(12:12) Shotgun #0 A.Burnette rush middle for 2 yards gain to the WKU30 (#0 M.Malotumau; #98 J.Hardy),401757286477,14,20
112,Louisiana Tech,Q3 11:44,2,8,Penalty,70,5,PENALTY LAT Illegal Snap (#55 L.Nelson) 5 yards from WKU30 to WKU35. NO PLAY,401757286481,14,20
113,Louisiana Tech,Q3 11:26,2,13,Pass Interception Return,65,24,"(11:37) Shotgun #5 B.Baker pass intercepted by #12 J.Mack at WKU11, End Of Play",401757286484,14,20
114,Western Kentucky,Q3 11:23,1,10,Pass Incompletion,89,0,(11:26) Shotgun #16 R.Tisdale Jr. pass incomplete short right to #2 K.Hutchinson thrown to WKU11 broken up by #42 S.Leota,401757286489,20,14
115,Western Kentucky,Q3 11:13,2,10,Rush,89,-1,(11:21) Shotgun #4 C.Flowers rush left for 1 yard loss to the WKU10 (#11 C.Woods),401757286492,20,14
116,Western Kentucky,Q3 11:13,2,10,Timeout,89,0,"Timeout Western Kentucky, clock 11:13",401757286498,20,14
117,Western Kentucky,Q3 10:23,3,11,Rush,90,14,"(10:39) Shotgun #16 R.Tisdale Jr. rush left for 14 yards gain to the WKU24 (#8 J.Fields), 1ST DOWN",401757286496,20,14
118,Western Kentucky,Q3 9:56,1,10,Rush,76,-1,(10:06) Shotgun #9 G.Hart III rush middle for 1 yard loss to the WKU23 (#42 S.Leota; #94 E.Oguns),401757286501,20,14
119,Western Kentucky,Q3 9:24,2,11,Pass Reception,77,3,"(09:34) Shotgun #16 R.Tisdale Jr. pass complete short left to #21 M.Parrish caught at WKU20, for 3 yards to the WKU26 (#6 J.Foster)",401757286505,20,14
120,Western Kentucky,Q3 8:48,3,8,Pass Reception,74,5,"(08:54) Shotgun #16 R.Tisdale Jr. pass complete short right to #0 M.Henry caught at WKU25, for 5 yards to the WKU31 (#9 M.Mason; #8 J.Fields)",401757286510,20,14
121,Western Kentucky,Q3 8:13,4,3,Punt Return,69,0,(08:19) #18 C.Maynard punt 37 yards to the LAT32 #3 D.Latulas return 0 yards to the LAT32,401757286517,20,14
122,Louisiana Tech,Q3 8:7,1,10,Rush,32,7,(08:10) Shotgun #4 C.Thevenin rush middle for 7 yards gain to the LAT39 (#21 J.Wester; #34 K.Hayward),401757286522,14,20
123,Louisiana Tech,Q3 7:51,2,3,Pass Incompletion,39,0,(07:57) Shotgun #5 B.Baker pass incomplete short middle to #18 M.Jackson thrown to WKU45,401757286526,14,20
124,Louisiana Tech,Q3 7:41,3,3,Rush,39,-1,(07:48) Shotgun #4 C.Thevenin rush middle for 1 yard loss to the LAT38 (#21 J.Wester; #98 J.Hardy),401757286529,14,20
125,Louisiana Tech,Q3 7:1,4,4,Penalty,38,5,PENALTY LAT Delay Of Game (#41 E.Burch) 5 yards from LAT38 to LAT33. NO PLAY,401757286533,14,20
126,Louisiana Tech,Q3 6:48,4,9,Punt,33,0,(06:59) #48 J.Chance punt 50 yards to the WKU17,401757286536,14,20
127,Western Kentucky,Q3 6:29,1,10,Rush,83,-6,"(06:44) Shotgun #16 R.Tisdale Jr. rush middle for 6 yards loss to the WKU11, End Of Play",401757286540,20,14
128,Western Kentucky,Q3 6:9,2,16,Penalty,89,5,"(06:09) Shotgun #16 R.Tisdale Jr. pass complete short middle to #21 M.Parrish caught at WKU11, for 4 yards to the WKU15 (#22 J.Mayfield; #6 J.Foster) PENALTY WKU False Start (#50 L.Seymore) 5 yards from WKU11 to WKU06. NO PLAY",401757286544,20,14
129,Western Kentucky,Q3 4:58,2,21,Rush,94,15,(05:14) Shotgun #9 G.Hart III rush left for 15 yards gain to the WKU21 (#6 J.Foster),401757286552,20,14
130,Western Kentucky,Q3 4:25,3,6,Punt,79,0,"(04:41) #18 C.Maynard punt 49 yards to the LAT30 #11 C.Woods return 70 yards to the WKU00 TOUCHDOWN nullified by penalty, clock 04:25 PENALTY LAT Illegal Block in Back (#82 L.Seib) 5 yards from LAT40 to LAT35",401757286556,20,14
131,Louisiana Tech,Q3 4:21,1,10,Pass Incompletion,35,0,(04:21) Shotgun #5 B.Baker pass incomplete short left to #18 M.Jackson thrown to LAT45,401757286568,14,20
132,Louisiana Tech,Q3 4:10,2,10,Rush,35,1,(04:17) Shotgun #5 B.Baker rush middle for 1 yard gain to the LAT36 (#44 H.Holloman; #13 R.Harrison),401757286571,14,20
133,Louisiana Tech,Q3 3:26,3,9,Pass Reception,36,19,"(03:42) Shotgun #5 B.Baker pass complete short middle to #83 L.Watkins caught at LAT48, for 19 yards to the WKU45 (#34 K.Hayward; #16 A.Cole), 1ST DOWN",401757286575,14,20
134,Louisiana Tech,Q3 3:17,1,10,Penalty,55,10,(03:17) Shotgun #2 T.Kukuk rush left for 1 yard loss to the WKU46 (#3 A.Brackenridge; #12 J.Mack) PENALTY LAT Holding (#58 J.Denis) 10 yards from WKU45 to LAT45. NO PLAY,401757286582,14,20
135,Louisiana Tech,Q3 2:48,1,20,Pass Reception,45,15,"(03:03) Shotgun #5 B.Baker pass complete short left to #18 M.Jackson caught at LAT48, for 15 yards to the WKU40 (#22 J.Donald), out of bounds",401757286587,14,20
136,Louisiana Tech,Q3 2:10,2,5,Pass Reception,60,20,"(02:29) Shotgun #5 B.Baker pass complete deep middle to #83 L.Watkins caught at WKU20, for 20 yards to the WKU20 (#6 N.Ward), 1ST DOWN",401757286592,14,20
137,Louisiana Tech,Q3 1:37,1,10,Rush,80,8,(01:40) Shotgun #0 A.Burnette rush middle for 8 yards gain to the WKU12 (#7 J.Lewis; #6 N.Ward),401757286597,14,20
138,Louisiana Tech,Q3 1:20,2,2,Rush,88,1,(01:26) Shotgun #0 A.Burnette rush left for 1 yard gain to the WKU11 (#3 A.Brackenridge; #44 H.Holloman),401757286601,14,20
